FI_CODIGO,FI_DESCRIPCION,FI_CATEGORIA,FI_DESCRIPCIONDETALLADA,FI_VENDEDOR,FI_STATUS,FI_UNIDAD,FI_TIPOCODIGOBARRA,FI_IMAGEN,FI_SUSTITUTO1,FI_SUSTITUTO2,FI_SUSTITUTO3,FI_REFERENCIA,FI_MARCA,FI_MONEDA,FI_FACTORCONVERSION,FI_UNDEXISTENCIA2,FI_PUESTO,FI_SUJETOACOMISION,FI_MONTOCOMISION,FI_CUENTASCONTABLES,FI_PESOPRODUCTO,FI_DIASDEREPOSICION,FI_PRESENTACION,FI_GARANTIA,FI_SUSTITUTO4,FI_SUSTITUTO5,FI_MONTOCOMISIONP,FI_DEPOSITOS,FI_OFERTAS,FI_VENCIMIENTOS,FI_CLASIFICACION,FI_MANEJOINVENTARIO,FI_SERIALES,FI_CREACION,FI_INVENTARIOINICIALUNIDADES,FI_INVENTARIOINICIALCOSTO,FI_CAPACIDAD,FI_EXISTDECIMAL,FI_COMPUESTOSERIALES,FI_VENDEDORFIJO,FI_VENDEDORFIJOACTIVO,FI_MODELO,FI_SUBCATEGORIA,FI_PESOAFECTACOSTO,FI_IMPRESORA,BASE_AUTOINCREMENT,FI_ZEXTRA1,FI_ZEXTRA2,FI_ZEXTRA3,FI_ZEXTRA4,FI_ZEXTRA5,FI_ZEXTRA6,FI_ZEXTRA1VENTA,FI_ZEXTRA2VENTA,FI_ZEXTRA3VENTA,FI_ZEXTRA4VENTA,FI_ZEXTRA5VENTA,FI_ZEXTRA6VENTA,FI_ZEXTRA1VENTAMOD,FI_ZEXTRA2VENTAMOD,FI_ZEXTRA3VENTAMOD,FI_ZEXTRA4VENTAMOD,FI_ZEXTRA5VENTAMOD,FI_ZEXTRA6VENTAMOD,FI_INTERNET,FI_BALANZA,FI_CODIGOBARRA,FI_PRECIOLISTA,FI_APROVECHAPORC,FI_ARANCEL,FI_POSENTREGA
24110-C3013-050M,CONCHA BANCADA 0.20 L300 2.0 MPI - MCH,325,,,True,MITSUBISHI,,,,,,,MCH,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,6-F,NACIONAL,,,10476,,,,,,,,,,,,,,,,,,,,,,,,,
24144-3B001-HY,ESTOPERA LEVA HYUNDAI/MITSUBISHI - MOBIS,297,,,True,,,,,,,,NOK MOBIS,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,5-D(35*50*8),NACIONAL,,,8947,,,,,,,,,,,,,,,,,,,,,,,,,
24144-3B001-NOK,ESTOPERA LEVA HYUNDAI/MITSUBISHI - NOK,COP,,,True,UNIVERSAL,,,,,,,NOK,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,5-E,NACIONAL,,,14045,,,,,,,,,,,,,,,,,,,,,,,,,
24150-23761-MO,MICRO FILTRO OCV TUCSON/SPORTAGE - MOBIS,1,,,True,HYUNDAI,,,,,,,MOBIS,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,,NACIONAL,,,14210,,,,,,,,,,,,,,,,,,,,,,,,,
24200-26004-ZE,ARBOL LEVA GETZ 1.6/XD 1.6 (ESCAPE) - ZE,386,,,True,HYUNDAI,,,,,,,ZETRA,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,19-E,NACIONAL,,,10528,,,,,,,,,,,,,,,,,,,,,,,,,
24211-22611,PIÑON LEVA ACCENT 4PTA/GETZ 1.3 - MOBIS,502,,,True,,,,,,,,MOBIS,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,4-C(48 DIENTES),PANAMA,,,2901,,,,,,,,,,,,,,,,,,,,,,,,,
24211-22611-MO,PIÑON LEVA ACCENT 4PTA/GETZ 1.3-MOBIS,502,,,True,HYUNDAI,,,,,,,MOBIS,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,20-G,PANAMA,,,9375,,,,,,,,,,,,,,,,,,,,,,,,,
24211-23000-HY,PIÑON LEVA ELANTRA 1.8 2.0 / TUCSON - HY,538,,,True,HYUNDAI,,,,,,,HYUNDAI,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,21-A,CHINA,,,11104,,,,,,,,,,,,,,,,,,,,,,,,,
24211-24000,PIÑON LEVA EXCEL 40 DIENTES ORIGINAL,502, ,,True,,,,,,,´,ORIGINAL HYUNDAI,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,,"0,0","0,0",False,False,002,False,25-B,PANAMA,,,160,,,,,,,,,,,,,,,,,,,,,,,,,
24211-26100-HY,PIÑON LEVA GETZ 1.6/XD 1.6/ACCENT 92D-OR,538,,,True,HYUNDAI,,,,,,,HYUNDAI,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,42-G,CHINA,,,10795,,,,,,,,,,,,,,,,,,,,,,,,,
24312-02701,CORREA TIEMPO ATOS/PICANTO 1.1 - SUN,325,,,True,,,,,,,,SUN,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,16-A (101D),NACIONAL,,,2896,,,,,,,,,,,,,,,,,,,,,,,,,
24312-22611-NPC,CORREA TIEMPO ACCENT/GETZ 1.3 - NPC,306,,,True,HYUNDAI,,,,,,,NPC,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,16-D (110D),NACIONAL,,,8368,,,,,,,,,,,,,,,,,,,,,,,,,
24312-22612-DO,CORREA TIEMPO ACCENT/GETZ 1.3 - DONGIL,513,,,True,HYUNDAI,,,,,,,BANDO,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,P/C (110D),PANAMA,,,9490,,,,,,,,,,,,,,,,,,,,,,,,,
24312-22613D-DO,KIT TIEMPO ACCENT/GETZ 1.3 - DONGIL,92,,,True,HYUNDAI,,,,,,,DONGIL,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,15-A,NACIONAL,,,11504,,,,,,,,,,,,,,,,,,,,,,,,,
24312-23001-DO,CORREA TIEMPO ELANTRA 1.8 - DONGIL,513,,,True,HYUNDAI,,,,,,,DONGIL,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,PARED CORREAS,PANAMA,,,9491,,,,,,,,,,,,,,,,,,,,,,,,,
24312-23002,CORREA TIEMPO ELANTRA 1.8 - SUN.,392,,,True,HYUNDAI,,,,,,YA,SUN,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,16-E (111D),NACIONAL,,,1180,,,,,,,,,,,,,,,,,,,,,,,,,
24312-23201-GA,CORREA TIEMPO ELANTRA XD 2.0/TUCSON - GA,312,,,True,,,,,,,,GATES,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,16-C (113D),NACIONAL,,,7901,,,,,,,,,,,,,,,,,,,,,,,,,
24312-23201-NPC,CORREA TIEMPO ELANTRA XD 2.0/TUCSON-NPC,502,,,True,HYUNDAI,,,,,,,NPC,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,16-C (113D),PANAMA,,,11663,,,,,,,,,,,,,,,,,,,,,,,,,
24312-23202-DO,CORREA TIEMPO ELANTRA XD 2.0/TUCSON-DONG,513,,,True,HYUNDAI,,,,,,,DONGIL,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,PARED CORREAS,PANAMA,,,9492,,,,,,,,,,,,,,,,,,,,,,,,,
24312-26000-NPC,CORREA TIEMPO GETZ 1.6/XD 1.6 - NPC,306,,,True,HYUNDAI,,,,,,,NPC,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,16-D (105D),NACIONAL,,,8369,,,,,,,,,,,,,,,,,,,,,,,,,
24312-26000-SUN,CORREA TIEMPO GETZ 1.6/XD 1.6 - SUN,514,,,True,HYUNDAI,,,,,,,SUN (S/CAJA),2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,P/C-ATRAS (105D),PANAMA,,,13708,,,,,,,,,,,,,,,,,,,,,,,,,
24312-26001-DO,CORREA TIEMPO GETZ 1.6/XD 1.6 - DONGIL,386,,,True,,,,,,,,DONGIL,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,P/C,NACIONAL,,,11467,,,,,,,,,,,,,,,,,,,,,,,,,
24312-37500-AG,CORREA TIEMPO SANTA FE 2.7 01/06 - AISEN,498,,,True,,,,,,,,AISENG U.S.A,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,17-C (207D),NACIONAL,,,9139,,,,,,,,,,,,,,,,,,,,,,,,,
24312-37500-DO,CORREA TIEMPO SANTA FE 2.7 01/06 - DONGI,521,,,True,HYUNDAI,,,,,,,DONGIL,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,PARED CORREAS,PANAMA,,,13666,,,,,,,,,,,,,,,,,,,,,,,,,
24312-37500-GA,CORREA TIEMPO SANTA FE 2.7 01/06 - GATES,346,,,True,,,,,,,,GATES,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,P/C (207D),NACIONAL,,,7699,,,,,,,,,,,,,,,,,,,,,,,,,
24312-37500-NPC,CORREA TIEMPO SANTA FE 2.7 01/06-NPC,502,,,True,HYUNDAI,,,,,,,NPC,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,16-D,PANAMA,,,11664,,,,,,,,,,,,,,,,,,,,,,,,,
24312-3E100-GA,CORREA TIEMPO SANTA FE 2.7 07/09 - GATES,346,,,True,HYUNDAI,,,,,,,GATES,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,16-D (219D),NACIONAL,,,8976,,,,,,,,,,,,,,,,,,,,,,,,,
2431237100-HA,CORREA TIEMPO SANTA FE 2.7 01/06 - HARFO,346,,,True,HYUNDAI,,,,,,,HARFON,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,PARED/C (207D),NACIONAL,,,7735,,,,,,,,,,,,,,,,,,,,,,,,,
24321-23000-HY,CADENA LEVA ELANTRA 97-04 GSA - ORIGINAL,538,,,True,HYUNDAI,,,,,,,HYUNDAI - ORIGINAL,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,4-E (23-ESLABONES),CHINA,,,11473,,,,,,,,,,,,,,,,,,,,,,,,,
24321-23000-NPC,CADENA LEVA ELANTRA 97-04 GSA - NPC,306,,,True,HYUNDAI,,,,,,,NPC,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,4-C,NACIONAL,,,10950,,,,,,,,,,,,,,,,,,,,,,,,,
24321-23770-AN,CADENA LEVA TUCSON/XD 06> FINA - ANCARS,517,,,True,HYUNDAI,,,,,,,ANCARS,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,4-E (25-ESLABONES),CHINA,,,8740,,,,,,,,,,,,,,,,,,,,,,,,,
24321-23770-CA,CADENA LEVA TUCSON/XD 06> FINA - CAP,COP,,,True,HYUNDAI,,,,,,,CAP,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,4-F (25-ESLABONES),NACIONAL,,,11279,,,,,,,,,,,,,,,,,,,,,,,,,
24321-23770-HY,CADENA LEVA TUCSON/XD 06> FINA - HYUNDAI,538,,,True,HYUNDAI,,,,,,,HYUNDAI - ORIGINAL,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,4-C,CHINA,,,11474,,,,,,,,,,,,,,,,,,,,,,,,,
24321-23780-HY,CADENA LEVA TUCSON/XD 06> FINA - HUYNDAI,84,,,True,HYUNDAI,,,,,,,HYUNDAI,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,4-A (25-ESLABONES),NACIONAL,,,13954,,,,,,,,,,,,,,,,,,,,,,,,,
24321-25000-HY,CADENA LEVA H1 2.4 09> - HYUNDAI,326,,,True,HYUNDAI,,,,,,,HYUNDAI,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,4-C (90 ESLAB),NACIONAL,,,10451,,,,,,,,,,,,,,,,,,,,,,,,,
24321-26020-CAP,CADENA LEVA GETZ/XD 1.6 - CAP,COP,,,True,HYUNDAI,,,,,,,CAP,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,4-F,NACIONAL,,,10524,,,,,,,,,,,,,,,,,,,,,,,,,
24321-26020-HY,CADENA LEVA GETZ/XD 1.6 - ORIGINAL,538,,,True,HYUNDAI,,,,,,,HYUNDAI - ORIGINAL,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,4-E (23-ESLABONES),CHINA,,,7793,,,,,,,,,,,,,,,,,,,,,,,,,
24321-26020-MO,CADENA LEVA GETZ/XD 1.6-MOBIS,84,,,True,HYUNDAI,,,,,,,MOBIS,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,4-A (23-ESLABONES),NACIONAL,,,13955,,,,,,,,,,,,,,,,,,,,,,,,,
24321-26060-AN,CADENA LEVA GETZ/XD 1.6 - ANCARS,517,,,True,HYUNDAI,,,,,,,ANCARS,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,4-F,CHINA,,,8741,,,,,,,,,,,,,,,,,,,,,,,,,
24321-27770-NPC,CADENA LEVA TUCSON/XD 06> FINA - NPC,306,,,True,HYUNDAI,,,,,,,NPC,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,4-C (25-ESLABONES),NACIONAL,,,10955,,,,,,,,,,,,,,,,,,,,,,,,,
24321-3E000-AN,CADENA LEVA SANTA FE 2.7 - ANCARS,517,,,True,HYUNDAI,,,,,,,ANCARS,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,4-B,CHINA,,,8296,,,,,,,,,,,,,,,,,,,,,,,,,
24322-23770-HY,PIÑON CADENA LEVA TUCSON - HYUNDAI,538,,,True,HYUNDAI,,,,,,,HYUNDAI - ORIGINAL,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,20-G,CHINA,,,11471,,,,,,,,,,,,,,,,,,,,,,,,,
24350-23800-AN,CONJUNTO CVVT TUCSON - ANCARS,517,,,True,HYUNDAI,,,,,,,ANCARS,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,3-D,CHINA,,,8292,,,,,,,,,,,,,,,,,,,,,,,,,
24350-23800-KO,CONJUNTO CVVT TUCSON - KOWSE,527,,,True,HYUNDAI,,,,,,,KOWSE - KOREA,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,19-D,CHINA,,,10332,,,,,,,,,,,,,,,,,,,,,,,,,
24350-2500-ORI,CONJUNTO CVVT H1 2009>>/NEW CARENS-ORI,131,,,True,HYUNDAI,,,,,,,ORIGINAL,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,3-B,NACIONAL,,,10880,,,,,,,,,,,,,,,,,,,,,,,,,
24350-26800-AN,CONJUNTO CVVT ACCENT CVVT 1.6 / RIO 1.6,521,,,True,HYUNDAI,,,,,,,ANCARS,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,3-A,PANAMA,,,8380,,,,,,,,,,,,,,,,,,,,,,,,,
24350-3C100-HY,CONJUNTO CVVT SONATA3.3/VERACRUZ/SEDONA-,388,,,True,HYUNDAI,,,,,,,HYUNDAI,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,4-A (ALTO),NACIONAL,,,10655,,,,,,,,,,,,,,,,,,,,,,,,,
24350-3E000-AN,CONJUNTO CVVT SANTA FE 2.7 - ANCARS,517,,,True,HYUNDAI,,,,,,,ANCARS,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,3-A,CHINA,,,8293,,,,,,,,,,,,,,,,,,,,,,,,,
24355-23770-AN,VALVULA OCV TUCSON/SPORTAGE GRUESA-AN,517,,,True,HYUNDAI,,,,,,,ANCARS,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,4-C,CHINA,,,11085,,,,,,,,,,,,,,,,,,,,,,,,,
24355-23800-HY,VALVULA OCV TUCSON/SPORTAGE-HY,64,,,True,HYUNDAI,,,,,,,HYUNDAI - MOBIS,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,4-B,NACIONAL,,,7507,,,,,,,,,,,,,,,,,,,,,,,,,
24355-23800-KO,VALVULA OCV TUCSON/SPORTAGE (GRUESA)-,540,,,True,HYUNDAI,,,,,,,KOREANA,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,43-B,NACIONAL,,,14269,,,,,,,,,,,,,,,,,,,,,,,,,
24355-26710-GZ,VALVULA OCV ACCENT CVVT/RIO CVVT 1.6 -GZ,525,,,True,HYUNDAI,,,,,,,GZGN,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,42-B,CHINA,,,14243,,,,,,,,,,,,,,,,,,,,,,,,,
24355-3C100-HY,VALVULA OCV LH SONATA SEDONA SORENTO VER,538,,,True,HYUNDAI,,,,,,,HYUNDAI - ORIGINAL,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,42-B,CHINA,,,11475,,,,,,,,,,,,,,,,,,,,,,,,,
24355-3C200-HY,VALVULA OCV RH SONATA SEDONA SORENTO VER,538,,,True,HYUNDAI,,,,,,,HYUNDAI - ORIGINAL,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,42-B,CHINA,,,11476,,,,,,,,,,,,,,,,,,,,,,,,,
24355-3E000-AN,VALVULA OCV LH SANTA FE 2.7 07/09 - ANC,517,,,True,HYUNDAI,,,,,,,ANCARS,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,3-H,CHINA,,,9557,,,,,,,,,,,,,,,,,,,,,,,,,
24355-3E000-KO,VALVULA OCV LH SANTA FE 2.7 07/09 - KORE,540,,,True,HYUNDAI,,,,,,,KOREANO,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,42-C,NACIONAL,,,13896,,,,,,,,,,,,,,,,,,,,,,,,,
24356-3E000-AN,VALVULA OCV RH SANTA FE 2.7 07/09 - ANC,517,,,True,HYUNDAI,,,,,,,ANCARS,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,3-G,CHINA,,,9556,,,,,,,,,,,,,,,,,,,,,,,,,
24356-3E000-KO,VALVULA OCV RH SANTA FE 2.7 07/09 - KORE,540,,,True,HYUNDAI,,,,,,,KOREA,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","0,0",False,False,008,False,42-C,NACIONAL,,,13879,,,,,,,,,,,,,,,,,,,,,,,,,
24405815-GM,VALVULA ESC CRUZE GM KOREA,388,,,True,CHEVROLET,,,,,,,GM KOREA,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,001,False,19-B,NACIONAL,,,5743,,,,,,,,,,,,,,,,,,,,,,,,,
24405819,GOMAS VALVULA CRUZE GM KOREA (JGO 16),83,,,True,CHEVROLET,,,,,,,GM POS,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,2-C,NACIONAL,,,6254,,,,,,,,,,,,,,,,,,,,,,,,,
24405895-FI,BOMBA AGUA CRUZE - FIDELITY,189,,,True,CHEVROLET,,,,,,,FIDELITY,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,23-C,NACIONAL,,,13378,,,,,,,,,,,,,,,,,,,,,,,,,
24405895-GM,BOMBA AGUA CRUZE - GM KOREA,189,,,True,CHEVROLET,,,,,,,GM KOREA,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,,NACIONAL,,,13376,,,,,,,,,,,,,,,,,,,,,,,,,
24410-02550,TENSOR C/TIEMPO ATOS/PICANTO - ICHIBAN,502,,,True,HYUNDAI,,,,,,,ICHIBAN,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,41-E,PANAMA,,,4118,,,,,,,,,,,,,,,,,,,,,,,,,
24410-02550-GMB,TENSOR C/TIEMPO ATOS/PICANTO - GMB.,COP,,,True,HYUNDAI,,,,,,,GMB,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,41-C,NACIONAL,,,6934,,,,,,,,,,,,,,,,,,,,,,,,,
24410-21010-SAI,TENSOR C/TIEMPO ACC/EXC/CB/GETZ/RIO1.6..,90,,,True,HYUNDAI,,,,,,,SAIKO,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,41-C,NACIONAL,,,10735,,,,,,,,,,,,,,,,,,,,,,,,,
24410-23011-IC,TENSOR C/TIEMPO ELANTRA 1.8 2.0 - ICHIBA,502,,,True,HYUNDAI,,,,,,,ICHIBAN,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,41-C,PANAMA,,,8812,,,,,,,,,,,,,,,,,,,,,,,,,
24410-23050-GMB,TENSOR C/TIEMPO TUCSON/SPORTAGE - GMB,COP,,,True,HYUNDAI,,,,,,,GMB,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,41-E,NACIONAL,,,10692,,,,,,,,,,,,,,,,,,,,,,,,,
24410-23050-HY,TENSOR C/TIEMPO TUCSON/SPORTAGE - HYUNDA,64,,,True,HYUNDAI,,,,,,,HYUNDAI - MOBIS,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,41-C,NACIONAL,,,9778,,,,,,,,,,,,,,,,,,,,,,,,,
24410-23400-GMB,TENSOR C/TIEMPO ELANTRA 1.8 2.0 - GMB,COP,,,True,HYUNDAI,,,,,,,GMB,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,41-C,NACIONAL,,,10691,,,,,,,,,,,,,,,,,,,,,,,,,
24410-23400-HY,TENSOR C/TIEMPO ELANTRA 1.8 2.0 - HYUNDA,64,,,True,HYUNDAI,,,,,,,HYUNDAI MOBIS,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,41-B,NACIONAL,,,9999,,,,,,,,,,,,,,,,,,,,,,,,,
24410-23400-INA,TENSOR C/TIEMPO ELANTRA 1.8 2.0 -INA,84,,,True,HYUNDAI,,,,,,,INA,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,41-B,NACIONAL,,,14297,,,,,,,,,,,,,,,,,,,,,,,,,
24410-23500-VALE,TENSOR C/TIEMPO ELANTRA 1.8 2.0 - VALEO,503,,,True,,,,,,,,VALEO,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,41-E,PANAMA,,,6936,,,,,,,,,,,,,,,,,,,,,,,,,
24410-23770-AN,TENSOR CADENA LEVA TUCSON - ANCARS,517,,,True,HYUNDAI,,,,,,,ANCARS,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,003,False,41-E,CHINA,,,10738,,,,,,,,,,,,,,,,,,,,,,,,,
24410-23770-CAP,TENSOR CADENA LEVA TUCSON - CAP,COP,,,True,HYUNDAI,,,,,,,CAP,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,41-B,NACIONAL,,,10673,,,,,,,,,,,,,,,,,,,,,,,,,
24410-23770-HY,TENSOR CADENA LEVA TUCSON - ORIGINAL,538,,,True,HYUNDAI,,,,,,,HYUNDAI - ORIGINAL,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,41-E,CHINA,,,13931,,,,,,,,,,,,,,,,,,,,,,,,,
24410-23770-IC,TENSOR CADENA LEVA TUCSON - ICHIBAN,502,,,True,HYUNDAI,,,,,,,ICHIBAN,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,002,False,41-D,PANAMA,,,8165,,,,,,,,,,,,,,,,,,,,,,,,,
24410-26000-GMB,TENSOR C/TIEMPO ACC/EXC/CB/GETZ/RIO1.6-G,COP,,,True,HYUNDAI,,,,,,,GMB,2,,,,False,"0,0",,"0,0",,,0,,,False,True,False,False,0,0,False,,"0,0","0,0","1,0",False,False,008,False,41-B,NACIONAL,,,11294,,,,,,,,,,,,,,,,,,,,,,,,,
